110,150,0,0,0,0
108.48,148.88,-3.1175,4.2334,0,18.927
106.8,147.05,-5.0795,4.6446,1,24.778
105.33,145.54,-4.1901,4.0922,6,21.085
103.94,143.96,-4.3861,3.8498,7,21.01
102.56,142.19,-4.9203,3.8354,8,22.459
101.04,140.19,-5.5638,4.2307,9,25.163
97.352,139.91,-0.77928,10.246,24,36.994
100.75,144.09,11.614,-9.4453,36,53.892
104.54,147.82,10.38,-10.523,37,53.213
107.83,150.41,7.1691,-9.1365,38,41.808
110.42,152.42,5.5884,-7.19,39,32.783
112.53,154.1,4.6646,-5.8593,40,26.962
114.46,155.67,4.3727,-5.375,41,24.944
116.48,157.12,4.0133,-5.614,42,24.844
118.72,158.32,3.3364,-6.2248,43,25.425
121.16,159.24,2.562,-6.7745,44,26.074
123.57,159.92,1.8784,-6.681,45,24.984
125.62,160.51,1.6496,-5.6868,46,21.316
127.32,161.02,1.4127,-4.7336,47,17.784
128.8,161.3,0.79611,-4.1204,48,15.108
130.1,161.34,0.088486,-3.6084,49,12.994
131.17,161.29,-0.12622,-2.9683,50,10.696
131.99,161.44,0.40986,-2.2818,51,8.3459
132.57,162.23,2.1904,-1.6104,52,9.7874
133.03,163.74,4.2104,-1.2841,53,15.847
133.69,165.79,5.6739,-1.8336,54,21.466
134.47,167.36,4.3628,-2.1403,55,17.494
135.16,168.2,2.3542,-1.9269,56,10.952
135.79,168.58,1.0503,-1.7438,57,7.3287
136.16,169.1,1.4323,-1.0394,58,6.3709
136.28,169.98,2.4452,-0.34305,59,8.889
136.34,171.08,3.0705,-0.16727,60,11.07
136.62,171.86,2.1705,-0.77507,61,8.297
137.12,172.26,1.0922,-1.3743,62,6.3195
137.73,172.45,0.52576,-1.686,63,6.3578
138.08,172.9,1.2705,-0.97147,64,5.7577
137.88,173.86,2.6616,0.55305,65,9.7863
137.22,175.27,3.9102,1.8261,66,15.536
136.66,176.65,3.8309,1.544,67,14.869
136.3,177.75,3.0702,1.0086,68,11.634
136.11,178.51,2.0966,0.52429,69,7.78
136.05,178.94,1.202,0.15601,70,4.3634
136.16,179.16,0.60879,-0.30614,71,2.4531
136.47,179.27,0.29802,-0.84609,72,3.2294
137,179.34,0.21241,-1.4809,73,5.3858
137.68,179.46,0.32651,-1.8783,74,6.8635
138.34,179.67,0.59124,-1.8353,75,6.9414
138.73,179.95,0.75186,-1.0714,76,4.7121
138.82,180.29,0.94887,-0.25887,77,3.5408
138.8,180.72,1.2006,0.056022,78,4.3268
139.03,181.29,1.5793,-0.64117,79,6.1363
139.56,181.9,1.7039,-1.482,80,8.1295
140.22,182.4,1.3791,-1.8238,81,8.2315
140.61,182.55,0.43288,-1.093,82,4.232
