110,150,0,0,0,0
109.71,152.26,-3.1175,4.2334,0,22.795
108.93,153.98,-4.6145,5.5806,1,18.892
108.93,156.03,-3.7176,3.4129,6,20.446
109.31,158.28,-3.1287,2.3581,7,22.887
109.88,160.72,-2.6383,1.8466,8,24.982
110.33,163.41,-1.9129,2.1597,9,27.322
110.67,166.28,-1.4216,2.483,10,28.909
111.12,169,-1.8493,2.1831,11,27.534
111.74,171.51,-2.4205,1.7039,12,25.864
112.58,174.13,-2.1242,1.0737,13,27.511
113.69,177.01,-1.3883,0.34114,14,30.889
114.91,180,-1.1007,0.039463,15,32.251
115.94,182.69,-1.9175,0.53313,16,28.862
116.64,185.11,-2.6737,1.493,17,25.178
117.02,187.45,-2.9084,2.3486,18,23.675
117.71,189.99,-2.3466,1.5164,19,26.29
119.22,192.83,-1.4845,-0.78718,20,32.261
121.43,196.07,-0.39559,-2.7166,21,39.219
122.98,199.74,0.79706,-0.88117,22,39.832
123.43,203.63,1.4057,2.1761,23,39.146
123.01,207.67,1.8192,4.5893,24,40.597
122.79,211.96,2.508,4.0241,25,42.913
122.95,216.34,2.788,2.9875,26,43.893
123.25,220.56,2.3264,2.5927,27,42.309
122.74,225.15,3.3324,4.829,28,46.105
121.03,230.54,5.5976,8.1671,29,56.621
118.89,236.56,7.3239,9.3601,30,63.88
117.3,242.71,7.6636,7.848,31,63.453
116.35,248.38,6.3556,6.0638,32,57.502
115.88,253.19,3.9854,4.7097,33,48.4
115.51,257.16,1.6218,4.4642,34,39.845
114.94,260.41,-0.37627,4.9947,35,32.965
114.06,263.2,-1.6415,5.872,36,29.282
112.96,266.02,-1.5679,6.4544,37,30.227
111.86,268.77,-1.7472,6.4925,38,29.677
111.13,271.09,-2.9707,5.4361,39,24.246
111.23,272.55,-5.3254,3.1429,40,14.691
115.62,280.64,13.084,-8.7672,48,92.059
120.8,290.75,18.666,-10.963,49,113.52
121.78,297.7,9.9134,0.69148,54,70.208
123.02,303.37,6.3648,-0.019976,55,58.078
124.38,308.46,4.723,-0.36686,56,52.628
125.11,313.9,5.7193,1.3904,57,54.907
124.89,319.91,7.2909,4.0478,58,60.119
123.76,326.39,8.6135,6.5547,59,65.812
122.97,332.85,8.5493,5.5972,60,65.08
124.56,332.74,6.7599,2.655,66,15.937
126.25,332.62,6.7363,2.3944,67,16.879
126.54,330.51,1.2107,6.269,78,21.294
126.47,327.91,-0.14835,7.2618,79,25.999
124.58,330.87,-1.1599,8.6686,80,35.161
124.35,327.29,-2.8744,7.7123,84,35.878
126.68,335.56,13.558,-3.066,90,85.872
130.01,333.6,1.6322,-2.1609,96,38.574
133.86,330.67,-1.0544,-3.6225,97,48.35
137.65,327.67,-1.2742,-3.4592,98,48.37
141.07,325.17,0.1367,-2.4453,99,42.389
144.01,322.72,0.26045,-1.098,100,38.288
146.69,319.93,-0.68838,-0.37276,101,38.71
149.26,316.5,-2.4598,-0.065139,102,42.863
151.6,311.84,-5.8571,0.58042,103,52.077
153.14,306.39,-8.0781,2.7813,104,56.681
153.95,311.26,4.1417,1.1697,108,49.408
157.21,310.43,4.7606,-1.9843,114,33.644
160.36,309.04,3.2049,-1.678,115,34.435
163.31,307.59,3.032,-1.1282,116,32.905
166.41,306.04,2.7762,-1.5255,117,34.595
169.53,304.22,2.0095,-1.5869,118,36.104
172.5,302.92,3.4648,-1.1978,119,32.476
175.37,302.59,6.1412,-0.88578,120,28.839
178.34,302.51,6.8604,-1.1973,121,29.776
181.29,302.03,5.7494,-1.1222,122,29.877
184.07,300.93,4.0087,-0.63906,123,29.866
186.75,299.8,3.9389,-0.3861,124,29.118
189.05,299.04,4.9591,0.68746,125,24.206
190.92,298.62,5.8844,1.8796,126,19.171
192.19,297.75,4.6765,3.5376,127,15.366
195.39,296.56,3.7567,-1.8136,156,34.138
198.96,294.84,2.2853,-2.8435,157,39.633
202.65,293.04,2.0708,-3.1791,158,41.057
206.15,291.46,2.68,-2.6589,159,38.43
209.86,289.61,1.9278,-3.2333,160,41.46
213.62,287.55,1.3643,-3.3529,161,42.782
217,285.6,1.6578,-2.3393,162,39.082
219.96,283.47,1.1535,-1.15,163,36.466
222.69,280.84,-0.23824,-0.51244,164,37.917
223.34,283.42,-2.231,1.6159,165,26.602
224.71,280.46,-1.1402,3.2593,166,32.59
223.64,283.78,-0.17827,6.4026,167,34.881
223.64,281.97,2.0225,7.0686,168,18.175
222.21,286.08,2.0406,7.3925,169,43.588
222.91,284.41,2.4271,5.118,170,18.136
223.45,283.05,3.2911,5.5734,171,14.637
