Hello2
Hello3
6.962700,2.569600,69.743370
8.187400,3.418600,67.337372
6.578900,3.923800,59.187271
4.701900,4.879600,43.937542
2.534900,4.817700,27.751749
0.641140,3.507300,10.359388
-0.081800,1.668200,2.807251
0.911550,2.097500,23.489244
2.167900,3.771100,29.893417
1.399400,4.112800,18.791136
0.028779,4.603000,0.358222
-0.706240,4.580600,8.764893
-1.179200,4.537900,14.566498
-1.099300,4.027400,15.267303
-0.093880,3.414400,1.574982
0.568660,3.784900,8.544467
0.025062,3.137700,0.457634
-0.376370,3.230700,6.644897
0.183960,2.423300,4.341172
-0.293660,1.427900,11.621338
-2.648300,5.776700,24.628876
-4.774400,11.968000,21.748596
-5.746400,15.567000,20.261139
-4.282900,15.757000,15.206177
0.119840,12.355000,0.555736
5.210200,7.914800,33.356365
9.351800,4.541100,64.099510
11.888000,1.974700,80.568855
12.737000,0.399440,88.203835
12.141000,-0.451740,267.869202
10.908000,-1.399000,262.691528
9.685400,-2.089000,257.828644
8.267400,-2.866400,250.878067
6.809400,-3.650300,241.805725
5.247300,-4.553800,229.047394
3.759600,-5.883500,212.578903
2.543300,-6.836100,200.407211
1.220100,-7.502500,189.236923
0.157010,-7.851800,181.145569
-0.721110,-8.265100,184.986298
-1.755300,-9.030800,190.999344
-2.463400,-9.102400,195.143326
-2.589800,-8.588700,196.779953
-2.278500,-7.813300,196.257660
-2.075900,-7.077500,196.346939
-1.935600,-6.839300,195.802124
-1.391100,-6.214600,192.617325
-0.827970,-5.571600,188.452606
-0.525970,-5.438100,185.524445
-0.168220,-5.022700,181.918228
0.048293,-4.653200,180.594620
-0.348490,-4.450300,184.477539
-1.061200,-4.261200,193.984360
-1.737700,-3.941900,203.789246
-2.059200,-3.431400,210.968201
7.161600,4.245200,59.341759
8.172600,4.946900,58.813400
6.172900,5.368800,48.985348
4.156400,6.106700,34.240387
2.168800,5.579100,21.242941
0.194180,4.205700,2.643510
-0.581730,2.185100,14.907837
0.543570,1.794200,16.854700
2.197600,3.176200,34.679234
2.183700,3.803100,0.000000
0.846500,4.318900,0.000000
-0.424690,4.401200,0.000000
-1.020300,4.094700,0.000000
-1.194100,3.193300,0.000000
-0.443270,2.929500,0.000000
0.739640,3.556400,0.000000
0.730350,2.932700,0.000000
-0.089234,3.626900,3.626900
-0.120834,3.632200,3.632200
0.328920,1.406500,1.406500
-0.220264,2.036700,2.036700
-2.081500,5.468100,5.468100
-4.388800,9.581900,9.581900
-5.095900,12.989000,12.989000
-2.959600,13.310000,13.310000
1.425400,10.671000,10.671000
5.913600,7.411800,7.411800
9.057200,4.620100,4.620100
10.721000,2.421100,2.421100
10.520000,0.671780,0.671780
9.819200,-0.905630,0.905630
9.125000,-1.899900,1.899900
7.751600,-2.802400,2.802400
6.345700,-3.774200,3.774200
4.848700,-4.834700,4.834700
3.370300,-6.177200,6.177200
2.256100,-7.234500,7.234500
1.073200,-8.059000,8.059000
0.038071,-8.441300,8.441300
-0.724834,-8.851400,8.851400
-1.588100,-9.564800,189.427155
-2.169800,-9.437700,192.947754
-2.160500,-8.710400,193.930344
-1.732100,-8.028000,192.175354
-1.214500,-7.579400,189.103516
-0.873514,-7.420300,186.713943
-0.592884,-6.868200,184.933716
-0.386594,-6.243400,183.543259
-0.123624,-5.914500,181.197418
0.343790,-5.350600,183.676346
0.465520,-5.001300,185.317764
0.041788,-4.972500,180.481491
-0.487874,-4.774900,185.833939
-1.062100,-4.369100,193.663223
-1.327900,-3.892800,198.835388
7.338100,5.595200,52.675026
7.971900,6.225300,52.013573
5.728700,6.688800,40.578819
3.615600,7.290100,26.379608
1.713500,6.419600,14.944817
-0.296450,5.021700,3.378479
-1.156000,2.894200,21.772736
0.043646,1.598800,1.563743
2.019200,2.422200,39.815380
2.749600,3.213600,40.550781
1.709800,3.632200,25.207981
0.006477,3.778500,0.098216
-0.748991,3.537200,11.955627
-0.997091,2.443600,22.197540
-0.730400,2.268400,17.848022
0.291750,3.290500,5.066847
0.945930,3.045900,17.252638
0.613270,3.651400,9.534122
0.049222,3.953700,0.713275
0.180240,1.943700,5.297913
0.626270,0.752950,39.752197
0.196040,1.422600,7.846178
-1.374400,3.908800,19.372559
-3.065600,7.865700,21.292999
-3.525500,10.856000,17.991272
-1.364100,10.725000,7.248474
2.090700,8.499000,13.820008
5.251100,6.007400,41.156914
7.902200,3.554300,65.782501
8.850900,1.409800,80.949837
8.836000,-0.409020,267.349731
8.410500,-1.755700,258.208832
7.274900,-2.830100,248.742905
6.043700,-4.013500,236.412704
4.673100,-5.270500,221.561905
3.177000,-6.570200,205.805969
1.858400,-7.672400,193.615891
0.859510,-8.400700,185.841843
0.081745,-8.730700,180.536438
-0.535271,-9.112000,183.361893
-1.081700,-9.620300,186.415359
-1.415200,-9.684400,188.313904
-1.440300,-9.233700,188.865738
-1.208000,-8.697600,187.907166
-0.635621,-8.330200,184.363403
-0.078083,-7.975700,180.560913
0.236930,-7.541000,181.799576
0.309410,-7.118100,182.488968
0.504550,-6.622500,184.356796
0.990530,-5.885600,0.000000
1.036100,-5.424300,0.000000
0.490610,-5.404000,0.000000
-0.077154,-5.211700,0.000000
-0.564074,-4.813400,0.000000
-0.678370,-4.363700,0.000000
7.512800,6.640700,0.000000
7.688400,7.358400,0.000000
5.310500,7.976800,7.976800
3.121300,8.441300,8.441300
1.182000,7.317800,7.317800
-0.824260,5.893100,5.893100
-1.752600,3.825500,3.825500
-0.531550,1.799600,1.799600
1.652100,1.755800,1.755800
2.925200,2.398700,2.398700
2.363000,2.698800,2.698800
0.559370,2.881400,2.881400
-0.342910,2.964700,2.964700
-0.559430,2.052700,2.052700
-0.656070,1.644700,1.644700
-0.199810,2.783200,2.783200
0.640210,3.356700,3.356700
1.092700,3.826600,3.826600
0.676450,3.763600,3.763600
0.232280,2.381600,2.381600
0.516630,1.289100,1.289100
1.003500,0.966540,0.966540
0.866020,1.620100,1.620100
-0.210960,3.698400,3.698400
-1.752600,6.701600,6.701600
-1.667100,8.194600,11.499268
0.033425,7.287900,0.262778
2.206000,5.361300,22.365585
5.034600,2.938000,59.733852
7.233100,0.992170,82.189514
7.931900,-0.416490,266.994324
7.556500,-1.917000,255.765076
6.807500,-3.166500,245.054626
5.646900,-4.443800,231.799255
4.173200,-5.764900,215.900742
2.731000,-6.840400,201.764160
1.286000,-7.767400,189.400833
0.486890,-8.334500,183.343338
0.011123,-8.896300,180.071640
-0.453490,-9.537000,182.722397
-0.711820,-9.799800,184.154449
-0.762930,-9.954600,184.382645
-0.666290,-9.780500,183.897217
-0.459070,-9.344800,182.812439
0.104050,-9.007300,180.661835
0.679240,-8.520300,184.557999
1.047200,-8.144400,187.326843
1.207000,-7.779100,188.819656
1.343600,-7.185400,190.591446
1.578700,-6.496500,193.658585
1.556400,-6.012700,194.512604
1.055600,-5.935800,190.083847
0.400470,-5.742500,183.989227
-0.028834,-5.331300,180.309875
-0.053923,-4.873200,180.633972
7.732100,7.490800,45.908169
7.458900,8.490500,41.299324
4.958400,9.306400,28.048473
2.670600,9.545600,15.630193
0.607690,8.209600,4.233424
-1.324200,6.731500,11.128967
-2.282200,4.942600,24.784729
-1.119800,2.636900,23.009277
1.116000,1.575300,35.315182
2.622300,1.650000,57.821178
2.585100,1.870100,54.117508
1.128100,2.111400,28.115171
0.224850,2.515100,5.108667
-0.015824,2.060200,0.440063
-0.244424,1.275200,10.850586
-0.197954,1.961900,5.761597
0.376310,3.293700,6.517869
1.085300,4.044500,15.020888
1.085300,3.634400,16.626625
0.594680,2.609100,12.839827
0.428350,2.055900,11.769300
0.912480,1.939500,25.195683
1.500700,1.815600,39.575764
1.503500,1.751500,40.643063
0.525920,3.032000,9.840420
-0.056711,4.638300,0.700500
0.509190,4.656400,6.240658
1.421700,3.534000,21.914549
3.269000,1.482400,65.607094
5.785400,-0.160180,268.414124
7.012900,-0.966500,262.153137
6.793600,-2.346300,250.946732
6.383800,-3.638600,240.318039
5.137700,-4.756800,227.204620
3.519900,-5.955000,0.000000
2.315600,-6.835100,0.000000
1.035100,-7.829300,0.000000
0.367950,-8.764900,0.000000
-0.001886,-9.867000,0.000000
-0.305746,-10.850000,0.000000
-0.422836,-10.872000,0.000000
-0.439556,-10.542000,0.000000
-0.252786,-10.015000,10.015000
0.115200,-9.439900,9.439900
0.861370,-9.034000,9.034000
1.512800,-8.612200,8.612200
1.835200,-8.442400,8.442400
1.993200,-8.114500,8.114500
2.202300,-7.445900,7.445900
2.265400,-6.905500,6.905500
2.049900,-6.605400,6.605400
1.570400,-6.533900,6.533900
0.931990,-6.251900,6.251900
0.687600,-5.695500,5.695500
0.689460,-5.334500,5.334500
8.049000,8.277900,8.277900
7.395700,9.712200,9.712200
4.673100,10.683000,10.683000
2.228300,10.557000,10.557000
0.024133,9.011600,9.011600
-1.741400,7.428900,7.428900
-2.657600,6.087500,6.087500
-1.656800,4.105300,4.105300
0.458080,2.236400,2.236400
1.901200,1.435400,1.435400
2.287700,1.532600,56.180714
1.508100,1.798500,39.980949
0.828850,2.191500,20.717201
0.428350,2.175500,11.138905
0.097542,1.222900,4.560424
0.144000,1.126700,7.283314
0.555650,2.643300,11.871352
0.979380,3.852200,14.264624
1.027700,3.577800,16.026382
0.880880,2.734000,17.858673
0.705260,2.252400,17.386131
0.941280,2.204300,23.123468
1.401300,2.131700,33.319454
1.801800,1.359600,52.962620
1.718100,1.190800,55.274563
1.447700,2.005700,35.821514
1.865900,2.267300,39.453091
2.256100,2.060200,47.598694
2.911300,0.726250,75.993004
4.734400,-0.916310,259.046295
6.181200,-1.519700,256.187378
6.379200,-2.695600,247.093048
6.108700,-3.935500,237.208588
4.875700,-4.818700,225.336914
3.445600,-5.955000,210.053970
2.343500,-6.862800,198.853958
1.067700,-8.162600,187.452209
0.364230,-9.650200,182.161499
-0.053923,-10.764000,180.287018
-0.247200,-11.486000,181.232925
-0.288093,-11.600000,181.422684
-0.181233,-11.153000,180.930954
0.223920,-10.383000,181.235458
0.716410,-9.745300,184.204453
1.507200,-9.051100,189.454224
2.225500,-8.462700,194.733917
2.611100,-8.397500,197.272461
2.637100,-8.236200,197.754257
2.862900,-7.655300,200.504623
3.005100,-7.144800,202.811615
2.579500,-6.910900,200.468155
1.970900,-6.812600,196.135284
1.316700,-6.548800,191.368317
1.205200,-5.861100,191.619598
1.372400,-5.537500,193.919586
8.486600,9.076800,43.075394
7.540700,11.006000,34.416805
4.435200,12.019000,20.254873
1.752500,11.405000,8.735788
-0.554783,9.648200,3.290955
-2.062900,7.906300,14.623505
-2.836000,7.025200,21.983429
-2.075900,5.888900,19.418121
-0.224900,3.802000,3.385284
0.981240,2.152000,24.511419
1.583400,1.951200,39.059383
1.486700,2.040900,36.071617
1.205200,1.919200,32.127613
0.632780,2.046300,17.183262
0.026920,1.348900,1.143301
0.213700,0.697410,17.036098
0.944070,1.806000,27.597931
1.228400,3.146300,21.327026
0.936640,3.278700,15.943285
0.950580,2.759700,0.000000
1.043500,2.238500,0.000000
1.254400,1.834800,0.000000
1.416100,1.816700,0.000000
1.568500,1.548600,0.000000
1.797100,1.080800,0.000000
1.786900,1.179100,0.000000
2.263600,1.205800,0.000000
2.859200,1.612700,1.612700
3.199300,1.107500,1.107500
4.147100,-0.685620,0.685620
5.410900,-1.537900,1.537900
6.039100,-2.679500,2.679500
5.732400,-3.941900,3.941900
4.643300,-4.726900,4.726900
3.539400,-5.939000,5.939000
2.095400,-6.888500,6.888500
0.446000,-8.240500,8.240500
-0.385663,-10.053000,10.053000
-0.888373,-10.983000,10.983000
-1.138300,-11.253000,11.253000
-1.119800,-11.737000,11.737000
-0.533413,-11.734000,11.734000
0.456230,-11.055000,11.055000
1.254400,-10.516000,10.516000
2.005300,-9.668400,9.668400
2.588800,-8.829000,8.829000
3.171400,-8.415700,8.415700
3.269000,-8.133700,8.133700
3.348900,-7.724700,7.724700
3.514300,-7.269700,7.269700
3.027400,-7.054000,203.227814
2.426200,-6.907700,199.352890
1.786000,-6.861800,194.589340
1.486700,-6.314900,193.247757
1.743200,-5.810900,196.698624
9.022800,9.874600,42.419174
7.860300,12.225000,32.739803
4.216800,13.148000,17.781996
1.238600,12.005000,5.890579
-1.117000,10.084000,6.320862
-2.312900,8.190400,15.769257
-2.813700,7.619000,20.269226
-2.301700,7.509000,17.041656
-0.794523,5.931600,7.629211
0.141220,3.854400,2.098303
0.748930,3.167600,13.302428
1.020300,2.803500,19.998384
1.142000,1.815600,32.169636
